,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
0,84221,318,318,0,0,0,0,15461,0,0
1,83658,391,391,0,0,0,0,15957,6,0
2,83064,496,496,0,0,0,0,16455,15,0
3,82447,630,630,0,0,0,0,16952,29,0
4,81850,744,738,0,0,0,0,17447,35,0
5,81209,906,891,0,0,0,0,17942,42,0
6,80551,1082,1053,38,347,0,0,18440,44,0
7,79917,1235,1194,48,433,0,0,18935,46,0
8,79290,1392,1335,61,540,0,0,19427,52,0
9,78654,1565,1492,70,633,0,0,19917,63,0
10,77995,1751,1664,87,762,0,0,20412,71,0
11,77334,1944,1835,105,904,0,0,20906,75,0
12,76670,2142,2006,118,1030,0,0,21397,73,0
13,76006,2345,1869,97,801,67,318,21885,78,0
14,75353,2538,1963,100,848,90,391,22376,83,0
15,74675,2751,2054,97,895,113,488,22864,81,0
16,73997,2976,2170,104,953,133,570,23355,92,0
17,73351,3167,2215,105,979,164,685,23843,94,0
18,72687,3376,2263,104,996,186,823,24329,102,0
19,72011,3602,2334,102,1021,208,940,24815,100,0
20,71343,3822,2333,103,1075,155,1105,25303,107,23
21,70644,4068,2399,116,1103,152,1248,25795,115,29
22,70003,4266,2402,118,1095,157,1401,26279,120,35
23,69358,4465,2412,122,1102,175,1542,26759,114,43
24,68715,4660,2393,126,1115,173,1699,27244,112,61
25,68041,4886,2416,123,1122,187,1856,27728,107,66
26,67397,5093,2432,131,1159,192,2008,28210,118,71
27,66749,5301,2429,124,1133,208,2176,28687,118,77
28,66101,5511,2428,111,1124,220,2348,29162,119,80
29,65439,5737,2453,114,1121,222,2497,29641,117,87
30,64805,5944,2430,113,1134,207,2682,30117,129,95
31,64181,6137,2395,114,1105,206,2865,30592,136,103
32,63553,6326,2350,116,1094,195,3047,31065,127,112
33,62934,6502,2277,117,1059,202,3238,31545,115,121
34,62317,6687,2258,117,1085,199,3386,32013,107,133
